,text_name,RelFreq_NOUN,RelFreq_VERB,RelFreq_ADJ,RelFreq_ADV,Unique_PER,Unique_LOC,Unique_ORG
0,0103.b4.txt,1335.36,1138.09,591.81,455.24,0,0,2
1,0105.b4.txt,1206.16,1163.39,521.81,547.48,0,0,4
2,0107.b4.txt,1802.58,1237.48,650.93,243.2,0,0,17
3,0139.b4.txt,1518.82,1081.99,517.47,309.14,0,0,7
4,0140.b4.txt,1158.59,1125.72,394.41,468.36,0,0,5
5,0158.b4.txt,1375.0,1201.39,604.17,562.5,0,0,1
6,0165.b4.txt,1165.12,995.37,432.1,370.37,0,0,7
7,0178.b4.txt,1535.35,1090.91,654.55,626.26,0,0,0
8,0200.b4.txt,1232.78,950.41,702.48,716.25,0,0,2
9,0219.b4.txt,1526.36,915.82,481.04,416.28,0,0,5
10,0300.b4.txt,1575.0,1108.33,450.0,333.33,0,0,6
11,0308.b4.txt,1351.58,1035.07,530.37,564.59,0,0,1
12,0310.b4.txt,1519.86,1105.35,662.06,397.24,0,0,2
13,0318.b4.txt,1411.98,942.87,376.22,353.0,0,0,5
14,1003.b4.txt,1572.2,1153.85,492.58,209.18,0,0,3
15,1021.b4.txt,1367.78,1079.03,478.72,402.74,0,0,6
16,1023.b4.txt,1250.0,943.88,803.57,790.82,0,0,4
17,1057.b4.txt,1438.57,1120.31,464.67,350.1,0,0,2
18,1069.b4.txt,1252.05,1170.21,556.46,703.76,0,0,8
19,1097.b4.txt,1475.41,1081.97,557.38,465.57,0,0,3
20,1100.b4.txt,1519.43,1060.07,477.03,300.35,0,0,4
21,1112.b4.txt,1342.24,1208.65,445.29,419.85,0,0,6
22,1508.b4.txt,1285.4,1089.32,486.56,312.27,0,0,3
23,1520.b4.txt,1270.72,963.78,577.04,405.16,0,0,3
24,1528.b4.txt,1385.74,1139.24,526.32,526.32,0,0,3
25,1532.b4.txt,1192.2,1148.84,390.17,520.23,0,0,4
26,2018.b4.txt,1241.83,1356.21,408.5,367.65,0,0,3
27,2030.b4.txt,1302.23,1155.99,487.47,417.83,0,0,4
28,2034.b4.txt,1307.29,871.53,638.62,360.63,0,0,6
