,text_name,RelFreq_NOUN,RelFreq_VERB,RelFreq_ADJ,RelFreq_ADV,Unique_PER,Unique_LOC,Unique_ORG
0,0100.a1.txt,1530.9,1221.91,800.56,533.71,0,0,0
1,0101.a1.txt,1165.41,1240.6,588.97,839.6,0,0,0
2,0102.a1.txt,1493.98,1204.82,686.75,481.93,0,0,0
3,0103.a1.txt,1096.35,1362.13,598.01,575.86,0,0,3
4,0104.a1.txt,1320.99,1197.53,567.9,679.01,0,1,5
5,0105.a1.txt,1250.0,1398.51,618.81,643.56,0,0,2
6,0106.a1.txt,1539.41,1293.1,837.44,874.38,0,0,0
7,0107.a1.txt,1210.01,1446.45,890.13,611.96,0,0,0
8,0108.a1.txt,1248.36,1327.2,446.78,630.75,0,0,0
9,0109.a1.txt,1293.71,1351.98,710.96,675.99,0,0,0
10,0110.a1.txt,1435.9,1397.44,833.33,666.67,0,0,0
11,0111.a1.txt,1430.36,1380.18,702.63,715.18,0,0,2
12,0112.a1.txt,1312.65,1276.85,787.59,680.19,0,0,1
13,0113.a1.txt,1348.48,1280.3,734.85,893.94,0,0,3
14,0114.a1.txt,1193.84,1527.6,616.17,911.42,0,0,0
15,0115.a1.txt,1376.15,1153.34,812.58,799.48,0,0,3
16,0116.a1.txt,1336.27,1424.38,631.42,851.69,0,0,0
17,0118.a1.txt,1302.63,1315.79,631.58,657.89,0,0,1
18,0119.a1.txt,1268.84,1381.91,791.46,728.64,0,0,0
19,0120.a1.txt,1291.99,1472.87,671.83,826.87,0,0,0
20,0121.a1.txt,1385.54,1365.46,702.81,632.53,0,0,4
21,0122.a1.txt,1547.03,1398.51,693.07,705.45,0,0,2
22,0123.a1.txt,1245.24,1359.59,597.2,775.1,0,0,0
23,0124.a1.txt,1629.96,1068.28,737.89,594.71,0,3,8
24,0125.a1.txt,1833.14,1116.33,846.06,587.54,0,1,0
25,0127.a1.txt,1153.32,1411.13,610.58,854.82,0,0,0
26,0128.a1.txt,1360.87,1215.07,643.99,729.04,0,0,0
27,0130.a1.txt,1399.23,1129.65,872.91,680.36,0,0,4
28,0131.a1.txt,1372.55,1477.12,784.31,509.8,0,0,0
29,0133.a1.txt,1105.83,1367.42,558.86,820.45,0,0,0
30,0134.a1.txt,1354.29,1245.47,725.51,1160.82,0,0,0
31,0135.a1.txt,1547.12,900.14,843.88,646.98,0,0,6
32,0136.a1.txt,1493.21,1210.41,554.3,656.11,0,2,0
33,0137.a1.txt,1108.34,1232.88,821.92,846.82,0,0,8
34,0138.a1.txt,1367.52,1269.84,757.02,720.39,0,0,0
35,0139.a1.txt,1080.05,1575.6,533.67,686.15,0,0,0
36,0140.a1.txt,1456.21,1313.65,794.3,509.16,0,0,0
37,0142.a1.txt,1583.89,1302.01,765.1,335.57,0,0,6
38,0143.a1.txt,1433.87,1285.54,667.49,704.57,0,0,1
39,0144.a1.txt,1123.88,1251.6,676.88,791.83,0,0,10
