,text_name,RelFreq_NOUN,RelFreq_VERB,RelFreq_ADJ,RelFreq_ADV,Unique_PER,Unique_LOC,Unique_ORG
0,0101.a3.txt,1968.5,1091.11,742.41,449.94,0,0,5
1,0102.a3.txt,1815.03,1098.27,543.35,369.94,0,0,0
2,0103.a3.txt,2008.67,881.5,1040.46,578.03,0,0,4
3,0104.a3.txt,1628.79,1098.48,618.69,530.3,0,0,0
4,0105.a3.txt,1666.67,1297.71,636.13,788.8,0,0,4
5,0106.a3.txt,2200.25,951.79,754.02,593.33,0,0,0
6,0107.a3.txt,2223.62,1030.15,854.27,477.39,0,0,0
7,0109.a3.txt,1903.55,1256.35,444.16,406.09,0,0,0
8,0110.a3.txt,2009.99,1248.44,674.16,499.38,0,0,1
9,0111.a3.txt,1931.22,1164.02,529.1,396.83,0,0,3
10,0112.a3.txt,2042.5,1050.77,720.19,637.54,0,0,0
11,0115.a3.txt,2206.27,1174.93,665.8,704.96,0,0,0
12,0118.a3.txt,2526.0,1099.55,876.67,341.75,0,0,1
13,0119.a3.txt,2112.33,1098.9,732.6,463.98,0,0,7
14,0120.a3.txt,2097.0,1012.84,927.25,542.08,0,0,0
15,0121.a3.txt,1859.56,1001.3,468.14,559.17,0,0,0
16,0122.a3.txt,2347.19,1088.02,672.37,452.32,0,0,4
17,0125.a3.txt,2071.96,918.11,1017.37,471.46,0,0,4
18,0127.a3.txt,1857.54,991.62,726.26,530.73,0,0,1
19,0128.a3.txt,1975.97,1134.85,507.34,640.85,0,0,3
20,0130.a3.txt,1557.09,980.39,680.51,715.11,0,0,0
21,0131.a3.txt,2143.76,1059.27,706.18,706.18,0,0,0
22,0133.a3.txt,1799.59,981.6,531.7,644.17,0,0,6
23,0134.a3.txt,2067.31,973.56,997.6,588.94,0,0,0
24,0135.a3.txt,1994.92,1118.17,648.03,419.31,0,0,0
25,0136.a3.txt,1997.68,1219.51,627.18,441.35,0,0,0
26,0137.a3.txt,2007.43,916.98,793.06,669.14,0,0,0
27,0138.a3.txt,2050.15,1268.44,634.22,353.98,0,0,0
28,0139.a3.txt,1989.6,1326.4,650.2,338.1,0,0,0
29,0142.a3.txt,2169.81,1150.94,981.13,301.89,0,0,0
30,0143.a3.txt,2222.22,935.67,596.49,397.66,0,0,0
31,0146.a3.txt,1546.01,1423.31,613.5,527.61,0,0,0
32,0149.a3.txt,2122.54,1159.74,576.22,634.57,0,0,0
33,0155.a3.txt,1844.98,1048.03,753.28,458.52,0,0,1
34,0156.a3.txt,1972.53,1161.05,574.28,411.99,0,0,0
35,0157.a3.txt,1440.68,1198.55,593.22,556.9,0,0,0
36,0158.a3.txt,1783.78,1189.19,756.76,486.49,0,0,0
37,0159.a3.txt,2151.44,1093.75,528.85,600.96,0,0,7
38,0161.a3.txt,2120.82,951.16,835.48,488.43,0,0,0
39,0162.a3.txt,2361.11,883.84,719.7,416.67,0,0,0
40,0163.a3.txt,1743.65,981.52,692.84,612.01,0,0,3
41,0165.a3.txt,1727.57,1207.09,609.08,465.12,0,0,4
42,0168.a3.txt,1681.88,1212.52,677.97,482.4,0,0,7
