,text_name,RelFreq_NOUN,RelFreq_VERB,RelFreq_ADJ,RelFreq_ADV,Unique_PER,Unique_LOC,Unique_ORG
0,0103.b1.txt,2037.04,1013.07,958.61,239.65,0,0,6
1,0105.b1.txt,2019.36,1037.34,677.73,857.54,0,0,1
2,0122.b1.txt,2126.17,1203.27,759.35,514.02,0,0,0
3,0134.b1.txt,1988.83,1005.59,804.47,659.22,0,0,0
4,0139.b1.txt,1903.67,1215.6,745.41,458.72,0,0,0
5,0140.b1.txt,2152.52,1020.91,725.71,541.21,0,0,0
6,0165.b1.txt,2024.34,962.39,575.22,597.35,0,0,0
7,0171.b1.txt,2074.74,1005.15,631.44,579.9,0,0,0
8,0200.b1.txt,2196.03,1054.59,769.23,818.86,0,1,7
9,0300.b1.txt,1654.14,913.0,1160.04,569.28,0,0,12
10,0304.b1.txt,1764.71,1303.66,747.22,620.03,0,0,0
11,0307.b1.txt,2066.3,850.83,696.13,287.29,0,0,4
12,0308.b1.txt,1912.05,975.14,927.34,726.58,0,0,0
13,0310.b1.txt,2034.88,965.12,709.3,639.53,0,0,17
14,0313.b1.txt,1711.81,1061.76,650.05,736.73,0,0,0
15,1003.b1.txt,2087.05,959.82,970.98,457.59,0,0,12
16,1006.b1.txt,2018.56,951.28,835.27,522.04,0,1,7
17,1006.b1i.txt,2018.56,951.28,835.27,522.04,0,1,7
18,1012.b1.txt,2182.04,960.1,822.94,399.0,0,0,0
19,1021.b1.txt,1741.12,916.38,893.47,572.74,0,0,5
20,1023.b1.txt,1800.64,857.45,1082.53,803.86,0,0,5
21,1057.b1.txt,1729.47,1227.05,763.29,695.65,0,3,0
22,1066.b1.txt,1929.41,1011.76,1082.35,600.0,0,0,6
23,1069.b1.txt,1604.71,825.02,643.7,616.5,0,1,16
24,1081.b1.txt,1901.78,1118.08,762.8,501.57,0,0,3
25,1097.b1.txt,1944.73,962.13,941.66,593.65,0,0,5
26,1100.b1.txt,1984.02,1078.56,1145.14,559.25,0,0,0
27,1102.b1.txt,2282.11,974.77,676.61,470.18,0,0,7
28,1104.b1.txt,1851.04,941.95,711.94,547.65,0,0,8
29,1104.b1i.txt,1851.04,941.95,711.94,547.65,0,0,8
30,1112.b1.txt,2084.66,1142.86,677.25,592.59,0,0,0
31,1500.b1.txt,2258.85,866.91,732.6,537.24,0,0,10
32,1508.b1.txt,2196.03,1153.85,756.82,558.31,0,0,0
33,1520.b1.txt,1970.8,959.33,782.06,521.38,0,2,2
34,1523.b1.txt,1228.57,1200.0,857.14,685.71,0,1,6
35,1528.b1.txt,1995.84,1081.08,561.33,270.27,0,0,8
36,1532.b1.txt,2182.49,850.8,838.47,443.9,0,0,2
37,1541.b1.txt,2000.0,808.22,835.62,575.34,0,1,5
38,2012.b1.txt,1796.34,1029.75,640.73,572.08,0,0,1
39,2012.b1i.txt,1796.34,1029.75,640.73,572.08,0,0,1
40,2018.b1.txt,2192.62,963.11,788.93,481.56,0,1,16
41,2019.b1.txt,1564.79,1246.94,794.62,574.57,0,0,0
42,2028.b1.txt,1725.03,1245.14,570.69,635.54,0,0,0
43,2030.b1.txt,1732.48,1031.85,968.15,649.68,0,0,0
44,2032.b1.txt,1805.56,1224.75,770.2,618.69,0,0,0
45,2034.b1.txt,1874.16,977.24,629.18,575.64,0,0,3
46,2036.b1.txt,1715.16,1225.11,765.7,643.19,0,0,0
47,2042.b1.txt,1639.75,1167.7,732.92,608.7,0,0,4
48,2049.b1.txt,2142.86,989.01,692.31,516.48,0,0,1
49,2066.b1.txt,1829.11,1335.11,600.8,387.18,0,0,0
50,2070.b1.txt,2030.88,1068.88,534.44,439.43,0,0,7
51,2070.b1i.txt,2011.83,1065.09,532.54,437.87,0,0,7
52,3013.b1.txt,1969.2,1166.12,935.09,363.04,0,0,0
53,3018.b1.txt,1935.48,1230.59,681.0,525.69,0,0,1
54,3020.b1.txt,1900.83,1064.05,619.83,402.89,0,1,4
55,3062.b1.txt,2301.2,903.61,1000.0,506.02,0,0,0
56,3501.b1.txt,2292.49,974.97,935.44,421.61,0,1,2
57,3503.b1.txt,2398.84,809.25,751.45,375.72,0,0,0
58,3504.b1.txt,2066.83,952.97,717.82,482.67,0,0,29
59,3505.b1.txt,1634.82,1146.5,912.95,743.1,0,0,8
60,3506.b1.txt,2283.37,925.06,843.09,316.16,0,0,5
61,3508.b1.txt,1843.75,843.75,1104.17,562.5,0,4,1
62,3509.b1.txt,1800.46,1066.51,756.88,596.33,0,0,10
63,3510.b1.txt,1844.86,890.99,953.88,398.32,0,1,21
64,3511.b1.txt,1668.46,1184.07,893.43,699.68,0,0,0
65,3513.b1.txt,2153.21,1262.94,859.21,320.91,0,1,1
66,3514.b1.txt,2078.49,1017.44,872.09,406.98,0,0,2
67,3515.b1.txt,2285.04,1048.29,918.73,506.48,0,0,1
68,3518.b1.txt,1731.84,1072.63,581.01,659.22,0,0,0
69,3519.b1.txt,1417.32,960.63,818.9,456.69,0,0,3
70,3520.b1.txt,2419.35,897.18,856.85,604.84,0,1,0
71,3522.b1.txt,2066.67,1155.56,711.11,466.67,0,0,11
72,3523.b1.txt,2145.97,1089.32,1002.18,511.98,0,0,15
73,3525.b1.txt,1747.27,1201.25,733.23,358.81,0,0,3
74,4012.b1.txt,2244.22,968.1,704.07,671.07,0,0,0
75,4035.b1.txt,1559.63,1140.24,615.99,707.73,0,0,0
76,4036.b1.txt,1743.02,1005.59,983.24,480.45,0,0,1
77,4038.b1.txt,2099.06,990.57,742.92,636.79,0,0,0
78,4503.b1.txt,1857.86,1097.26,623.44,374.06,0,2,2
79,4507.b1.txt,2263.28,1304.85,773.67,508.08,0,0,1
